title;paperId;doi;authors;publisher;topics;fields_of_study;year
Side channel attack on smartphone sensors to infer gender of the user: poster abstract.;72855c7504449bdba5effa44d16e3c86819d8d42;10.1145/3356250.3361939;S. Singh,D. Shila,Gail E. Kaiser;SenSys ;Smartphone,Sensor,Gyroscope,User experience,Information sensitivity,Side-channel attack;Computer Science;2019
System for vehicle selection in drive-by sensing: poster abstract.;54f9a49024683b5398de49a06b03a3714a91fa2e;10.1145/3356250.3361943;Dhruv Agarwal,Srinivasan Iyengar,Manohar Swaminathan;SenSys ;Colocation centre,Requirement,Software deployment,Sensor,Algorithm,Computer monitor,Reference monitor;Computer Science;2019
tCharge - A fleet-oriented real-time charging scheduling system for electric taxi fleets: poster abstract.;2ec8d849eb0e32b8abc448451d09309b2a90668a;10.1145/3356250.3361950;Guang Wang,Fan Zhang,Desheng Zhang;SenSys ;Scheduling (computing),Global Positioning System,Online optimization,Real-time clock,Transaction data,Mathematical optimization,Open-shop scheduling,Real-time transcription;Computer Science;2019
Towards wide-area contactless human sensing: poster abstract.;1a438f9615204b552dff901a1e41c2621b61fd47;10.1145/3356250.3361931;Kai Chen,Lili Chen,Dianhe Han,Jie Xiong,S. Lee,Xiaojiang Chen,Zhanyong Tang,Dingyi Fang,Fuwei Wang,Z. Wang;SenSys ;Contactless smart card,Transceiver,Field research,Prototype;Computer Science;2019
Two-terminal connectivity in UWSN probabilistic graphs: A polynomial time algorithm: poster abstract.;2a249161d56498fb6e08cb048c5472cbbe2ff2c6;10.1145/3356250.3361940;Youssef N Altherwy,E. Elmallah,J. Mccann;SenSys ;P (complexity),Algorithm,Time complexity,Polynomial,Sharp-P-complete;Computer Science;2019
Ultrasonic waste monitoring in the future industrial kitchen: poster abstract.;57bb577f6ab2cd456be4cb57f617f15404835207;10.1145/3356250.3361960;Fábio Vasconcelos,Vitor Aguiar,Lucas Pereira;SenSys ;Heuristic,WASTE;Computer Science;2019
Understanding air pollution patterns in city based on minute-level event detection: poster abstract.;3d8734f965278541874a9623355165d638b01b52;10.1145/3356250.3361952;Jiayi Huang,N. Liu,Rui Ma,Xinyu Liu,Yue Wang,Lin Zhang;SenSys ;Algorithm,Environmental resource management,Software deployment;Computer Science;2019
Understanding real-time interaction in heterogeneous vehicular sensing: poster abstract.;60983164c6fbb17c37ff5a3110e9036f0774b587;10.1145/3356250.3361958;Xiaoyan Xie,Fan Zhang,Desheng Zhang;SenSys ;Vehicle-to-vehicle,Autonomous robot,Interaction,Coexist (image),Real-time clock,Real-time locating system;Computer Science;2019
Using machine learning to orchestrate cloud resources in a RAN enabled edge environment: poster abstract.;de4fc8f54487112a517d203c91f697847c253e21;10.1145/3356250.3361930;J. Fletcher,D. Wallom;SenSys ;Machine learning,C-RAN,Radio access network,Internet of things,Serial Digital Video Out,Edge computing,Quality of service,Fifth generation computer,Requirement,Mathematical optimization;Computer Science;2019
Vehicular mobility modeling based on heterogeneous sensor networks: poster abstract.;b6a5316ffb9470562521c224cc532ba36426eee8;10.1145/3356250.3361964;Yu Yang,Fan Zhang,Desheng Zhang;SenSys ;Sensor,Stationary process,Tracking system,Global Positioning System,Penetration test;Computer Science;2019
EXIMIUS: A Measurement Framework for Explicit and Implicit Urban Traffic Sensing.;78d8e95e709a326ae142688fe344981ee2eace86;10.1145/3274783.3274850;Zhou Qin,Zhihan Fang,Yunhuai Liu,Chang Tan,Wei Chang,Desheng Zhang;SenSys ;;computer science;2018
Automatic Unusual Driving Event Identification for Dependable Self-Driving.;a712fa447e915a6a5d84485d136c2fcad85443d5;10.1145/3274783.3274838;Hongyu Li,Hairong Wang,Luyang Liu,M. Gruteser;SenSys ;Corner case,Autoencoder,Deep learning,Artificial neural network,Smartphone,Autonomous car,Baseline (configuration management),Sensor,Algorithm,Prototype,Algorithmic efficiency,Scalability,Upload,Humans,Image scaling,Android,Inertial navigation system,Cisco Nexus switches;Computer Science;2018
Sentio: Driver-in-the-Loop Forward Collision Warning Using Multisample Reinforcement Learning.;2d37e794a3beda6673fe5538c75a7891b5f95845;10.1145/3274783.3274843;Salma Elmalaki,H. Tsai,M. Srivastava;SenSys ;;computer science;2018
InK: Reactive Kernel for Tiny Batteryless Sensors.;e32c1cc0682626ed643d94e2949ff5c23c5b5f16;10.1145/3274783.3274837;K. Yıldırım,Amjad Yousef Majid,Dimitris Patoukas,Koen Schaper,P. Pawełczak,Josiah D. Hester;SenSys ;;computer science;2018
CapBand: Battery-free Successive Capacitance Sensing Wristband for Hand Gesture Recognition.;536c1d474d051f21eadeac395f246a35c8c6291c;10.1145/3274783.3274854;Hoang Truong,Shuo Zhang,Ufuk Muncuk,Phuc Nguyen,Nam Bui,Anh Nguyen,Q. Lv,K. Chowdhury,Thang Dinh,Tam N. Vu;SenSys ;;computer science;2018
E-Eye: Hidden Electronics Recognition through mmWave Nonlinear Effects.;a0c2ce28eb54b9a1904877861d9d53f3887a7e97;10.1145/3274783.3274833;Zhengxiong Li,Zhuolin Yang,Chen Song,Changzhi Li,Zhengyu Peng,Wenyao Xu;SenSys ;Nonlinear system,Experiment,Smartphone,EB-eye,Human reliability,Response time (technology),End-to-end principle,Throughput,Finite-state machine,Software bug,Enhanced entity–relationship model;Computer Science;2018
Hidebehind: Enjoy Voice Input with Voiceprint Unclonability and Anonymity.;866ce313d4dd71ad061b34fb83c0a02e2609b802;10.1145/3274783.3274855;Jianwei Qian,Haohua Du,Jiahui Hou,Linlin Chen,Taeho Jung,Xiangyang Li;SenSys ;;computer science;2018
Fall-curve: A novel primitive for IoT Fault Detection and Isolation.;c4ec201d9bc9fee5c279ab47afe29fb976c2f7c0;10.1145/3274783.3274853;Tusher Chakraborty,A. Nambi,R. Chandra,Rahul Sharma,Manohar Swaminathan,Zerina Kapetanovic,J. Appavoo;SenSys ;Sensor,Fault detection and isolation,Internet of things,Cryptanalysis of the Lorenz cipher,Cloud computing,Experiment,Software deployment,Self-replicating machine;Computer Science;2018
3D Localization for Sub-Centimeter Sized Devices.;d7821037aeb91ee0694081ffef187f7d49184166;10.1145/3274783.3274851;R. Nandakumar,Vikram Iyer,Shyamnath Gollakota;SenSys ;Internationalization and localization,Noise floor,Mobile device,Ultra-wideband,Prototype,Switch;Computer Science;2018
Accurate 3D Localization for 60 GHz Networks.;e525df2126804c75e5b8c6bf0fca9458a7b46487;10.1145/3274783.3274852;I. Pefkianakis,Kyu-Han Kim;SenSys ;Internationalization and localization,Wireless access point,Experiment,Real life,Prototype,Sensor,Radio frequency,Software deployment;Computer Science;2018
SALMA: UWB-based Single-Anchor Localization System using Multipath Assistance.;cc6f858502ec725452bc55d038c24f1c7ca45281;10.1145/3274783.3274844;Bernhard Großwindhager,M. Rath,Josef Kulmer,Mustafa S. Bakr,Carlo Alberto Boano,K. Witrisal,K. Römer;SenSys ;;computer science;2018
Mixer: Efficient Many-to-All Broadcast in Dynamic Wireless Mesh Networks.;0bca7d27e82a1fe5fe211dbb0ec5e69647489ae0;10.1145/3274783.3274849;Carsten Herrmann,Fabian Mager,Marco Zimmerling;SenSys ;;computer science;2018
Passive-ZigBee: Enabling ZigBee Communication in IoT Networks with 1000X+ Less Power Consumption.;5512fae38d729b9f5397ff38705b29c94ae2e9b2;10.1145/3274783.3274846;Yan Li,Zicheng Chi,Xin Liu,Ting Zhu;SenSys ;Field-programmable gate array,Duty cycle,Line-of-sight (missile),Low-power broadcasting,Prototype,Network packet,Relay,Passive optical network;Computer Science;2018
Exploiting WiFi Guard Band for Safeguarded ZigBee.;b6947f5b3a70a90b50aba67077f5bebc09fb608a;10.1145/3274783.3274835;Yoon Chae,Shuai Wang,S. Kim;SenSys ;Overhead (computing),Network packet,Duty cycle,Interference (communication),Low-power broadcasting,Operability,Prototype,PHY (chip),Production Rule Representation;Computer Science;2018
ShieldScatter: Improving IoT Security with Backscatter Assistance.;640809d6b495af8ae3c20ae53611e2e41a1b13e2;10.1145/3274783.3274841;Zhiqing Luo,Wei Wang,J. Qu,Tao Jiang,Qian Zhang;SenSys ;;computer science;2018
Fabric as a Sensor: Towards Unobtrusive Sensing of Human Behavior with Triboelectric Textiles.;e68c46e4be0a2bf45149d56c5e9100dcdbdc6ac3;10.1145/3274783.3274845;A. Kiaghadi,Morgan Baima,Jeremy Gummeson,Trisha L. Andrew,Deepak Ganesan;SenSys ;E-textiles,Signal processing,Signal-to-noise ratio,Feedback,Sensor,End-to-end principle,Embedded system,Niche blogging,Activity recognition,IBM Notes;Computer Science;2018
UbiTap: Leveraging Acoustic Dispersion for Ubiquitous Touch Interface on Solid Surfaces.;85b82be137d1c56c6f7ca3f0e9cebd1085d13ee9;10.1145/3274783.3274848;Hyosu Kim,Anish Byanjankar,Yunxin Liu,Yuanchao Shu,I. Shin;SenSys ;;computer science;2018
Continuous Low-Power Ammonia Monitoring Using Long Short-Term Memory Neural Networks.;268c93b969e4f3965cce69c868dc7d29e998eded;10.1145/3274783.3274836;Zhenhua Jia,Xinmeng Lyu,Wuyang Zhang,Richard P. Martin,R. Howard,Yanyong Zhang;SenSys ;Sensor,Long short-term memory,Low-power broadcasting,Experiment,Prototype,Time series,Neural Networks,Quorum sensing;Computer Science;2018
EAR: Exploiting Uncontrollable Ambient RF Signals in Heterogeneous Networks for Gesture Recognition.;1edb02d4996b87ffdd26a52b96b2540b3081a505;10.1145/3274783.3274847;Zicheng Chi,Yao Yao,Tiantian Xie,Xin Liu,Zhichuan Huang,Wei Wang,Ting Zhu;SenSys ;Gesture recognition,Spectral efficiency,Experiment,RF modulator;Computer Science;2018
CapeVM: A Safe and Fast Virtual Machine for Resource-Constrained Internet-of-Things Devices.;3f27a4bdcf1f38363d25c0a85d9726b7c1c42211;10.1145/3274783.3274842;N. Reijers,C. Shih;SenSys ;;computer science;2018
System Architecture Directions for Post-SoC/32-bit Networked Sensors.;7c0dfda70c8fd4540bb26e141581309db49d0573;10.1145/3274783.3274839;Hyung-Sin Kim,Michael P. Andersen,Kaifei Chen,Sam Kumar,William J. Zhao,Kevin Ma,D. Culler;SenSys ;32-bit,Systems architecture,Concurrency (computer science),Turnkey,Context switch,Preemption (computing),Threaded code,Clock rate,Concurrent computing,Busy waiting,16-bit,Network architecture,Embedded operating system,System on a chip,Communications protocol,RIOT,Low-power broadcasting,Parallel computing,Emergence,Embedded system,Network packet,Sensor node,Thread (computing),Multithreading (computer architecture),Simultaneous multithreading;Computer Science;2018
FastDeepIoT: Towards Understanding and Optimizing Neural Network Execution Time on Mobile and Embedded Devices.;3df3496e2a99cf3dd4f888a656e1607f1a37c4c7;10.1145/3274783.3274840;Shuochao Yao,Yiran Zhao,Huajie Shao,Shengzhong Liu,Dongxin Liu,Lu Su,T. Abdelzaher;SenSys ;;computer science;2018
MARVEL: Enabling Mobile Augmented Reality with Low Energy and Low Latency.;dc15bb4e42dfaf4b6aa249838154af0a478bf35c;10.1145/3274783.3274834;Kaifei Chen,Tong Li,Hyung-Sin Kim,D. Culler,R. Katz;SenSys ;;computer science;2018
Automated Sleep Period Estimation in Wearable Multi-sensor Systems.;ac609c22c47609f1904c10184c353171431e92b1;10.1145/3274783.3275155;Yuezhou Zhang,Zhicheng Yang,Zhengbo Zhang,Xiaoli Liu,Desen Cao,Peiyao Li,Jiewen Zheng,Ke Lan;SenSys ;Algorithm,Mac OS X 10.4 Tiger;Computer Science;2018
Deep Neural Network-based Telco Outdoor Localization.;38ef191e634d4885988493a76191e2958fc38b52;10.1145/3274783.3275156;Yige Zhang,Weixiong Rao,Yu Xiao;SenSys ;Deep learning,Mobile device,Artificial neural network,Locality of reference,Internationalization and localization,Principle of locality;Computer Science;2018
WINS: WiFi-Inertial Indoor State Estimation for MAVs.;9fdfb98f55a5ab9a6487a6b25d585e023c6facff;10.1145/3274783.3275157;Shengkai Zhang,Sheyang Tang,Wei Wang,Tao Jiang;SenSys ;;computer science;2018
Frequent Pattern-based Trajectory Completion.;0c88ba80eb777be770418b61cf6bb2413644b586;10.1145/3274783.3275158;Zhiqiang Zhang,Weixiong Rao,Xiaolei Di,Peng Zhao,Xiaofeng Xu,F. Abdesslem;SenSys ;Real life,Time complexity,Prototype,Global Positioning System,Sensor,Fastest,Sparse matrix;Computer Science;2018
Breathing Disorder Detection Using Wearable Electrocardiogram And Oxygen Saturation.;1ee72af54d0068d9e16be314186ffd03c7bccb53;10.1145/3274783.3275159;Yuezhou Zhang,Zhicheng Yang,Zhengbo Zhang,Peiyao Li,Desen Cao,Xiaoli Liu,Jiewen Zheng,Qian Yuan,Jianli Pan;SenSys ;Machine learning,Wearable computer,Programmable sound generator;Computer Science;2018
An efficient CNN model for transportation mode sensing.;d0adaf7e6a8932dfdf7e05417c50e6854d9a0f41;10.1145/3274783.3275160;Ritiz Tambi,Paul Li,Jun Yang;SenSys ;Convolutional neural network,Mobile phone,User experience,Artificial intelligence,Pose (computer vision),Mobile device,Network processor,Gyroscope;Computer Science;2018
Design Considerations for Low Power Internet Protocols.;;;;SenSys ;;computer science;2018
sKey: A Sensing-free Smart Key Handle.;053402c8e0b347f7c67d528a732ab67b2082ac19;10.1145/3274783.3275162;Ke Lin,Siyao Cheng,Jianzhong Li,Yang Zhang,Hong Gao;SenSys ;;computer science;2018
Learning for Device Pairing in Body Area Networks.;e143fdea68e9deb2535b87c586e97f1097f20002;10.1145/3274783.3275163;Yuezhong Wu,Wen Hu,M. Hassan;SenSys ;Autoencoder,Machine learning,Wearable technology,On-board data handling,Prototype;Computer Science;2018
Locally Differentially Private Participant Recruitment for Mobile Crowdsourcing.;1b205c8a53067b882bfc9547d05b991b0ac00b2c;10.1145/3274783.3275164;Chao Huang,Fengli Xu,Yong Li,Xinlei Chen,Pei Zhang;SenSys ;Crowdsourcing,Heuristic (computer science),Server (computing),Privacy,Experiment,Randomized algorithm;Computer Science;2018
Energy Efficient LPWAN Decoding via Joint Sparse Approximation.;c05016b58e1806b06955ff4ecb7f9b754094a9f4;10.1145/3274783.3275165;Jun Liu,Weitao Xu,Wen Hu;SenSys ;Sparse approximation,Sparse matrix,Network congestion,Network packet,Coherence (physics),Server (computing),PHY (chip),Virtual private server;Computer Science;2018
HATBED: Hardware Assisted Tracing Testbed for Embedded Networked Sensor Systems.;58b60f94b59a96adfda50162d1748e2b247982ef;10.1145/3274783.3275166;Yi Li,Junyan Ma,Te Zhang;SenSys ;;computer science;2018
Using Deep Learning to Count Garbage Bags.;4d76b9fbc9cdce44cb67ee99ac45a79afe38d2ab;10.1145/3274783.3275167;K. Mikami,Yin Chen,J. Nakazawa;SenSys ;Deep learning,Garbage collection (computer science),Image processing,Smart city,Prototype;Computer Science;2018
Worldwide emerging disease-related information extraction system from news data.;32c065dee9194cb92de734239bdf915ed127606e;10.1145/3274783.3275168;Myeonghwi Kim,Inhwan Kim,Miran Lee,Beakcheol Jang;SenSys ;Information extraction,Information system,Chart;Computer Science;2018
Autonomous UAV sensor system for searching and locating VHF radio-tagged wildlife.;ddf00e89921e0f2da718819e06217e53f010db6d;10.1145/3274783.3275169;Hoa Van Nguyen,M. Chesser,Fei Chen,S. H. Rezatofighi,D. Ranasinghe;SenSys ;Unmanned aerial vehicle,Radio wave,Field research,R.O.T.O.R.,Sensor,Aerial photography;Computer Science;2018
Selective Visible Light Communication for Multiple Video Cameras using a Single Light Source.;1e2269405f8c6f1e927794a4219ab10141389138;10.1145/3274783.3275170;A. Hirano,Shota Shimada,H. Hashizume,M. Sugimoto;SenSys ;Pre-shared key,Selectivity (electronic),Experiment,Modulation,Code;Computer Science;2018
Image Compression Task Coordination Mechanism Based on Dynamic Alliance in Mobile Wireless Multimedia Sensor Networks.;14ad5b01fddef614453997b75fd6181e4a17a98d;10.1145/3274783.3275171;He Li,Tian Xiao,Yihua Lan,Qinglei Qi,QUAN LIU,Jinjiang Liu;SenSys ;Image compression,Mobile phone,Load balancing (computing),Algorithm,Run time (program lifecycle phase),Simulation;Computer Science;2018
Wearable-based Human-Computer Interaction with LimbMotion.;4a63dd450d30e03c7d35a562c9d65db70847d923;10.1145/3274783.3275172;Han Zhou,Yi Gao,Xinyi Song,Wenxin Liu,Wei Dong,Yuefang Jiang;SenSys ;Human–computer interaction,Wearable technology,Tracking system,Human computer,Wearable computer,Acoustic cryptanalysis,Real-time locating system;Computer Science;2018
DISCO: Ultra-Lightweight Mobility Discovery.;2c8cf2e9abb77b0c2ed3fc8a0664f80161bcbf3b;10.1145/3274783.3275173;S. Faye,F. Melakessou,D. Khadraoui;SenSys ;Wireless access point,Mobile app,Individual mobility,E-services,Access network,Sensor,Desktop computer;Computer Science;2018
GazeLabel: A Cost-free Data Labeling System with Public Displays using Eye-tracking.;d49f27aa86a40b129bd6684ebb13cd027fbfa766;10.1145/3274783.3275174;Zhiyuan Liu,Feitong Qiao,Haotian Long,Guang Li;SenSys ;;computer science;2018
Interpreting Contextual Information through User-centric Network Discovery.;ca5b5d3b59101d38e95848aa37c24bb1919c3d9b;10.1145/3274783.3275175;S. Faye,D. Khadraoui;SenSys ;Access network,Programming paradigm;Computer Science;2018
Dynamic Multi-Clock Management for Embedded Systems.;b88e0386c22af212d3e86110ef46e6f3dae689dc;10.1145/3274783.3275176;Holly Chiang,Daniel B. Giffin,A. Levy,P. Levis;SenSys ;Microcontroller,Embedded system,Business logic,Interaction;Computer Science;2018
Vibration-Based Occupant Activity Level Monitoring System.;f872bd3b0a2358742ffbcbd388c56edfb4dc32ac;10.1145/3274783.3275177;Yue Zhang,Shijia Pan,Jonathon Fagert,M. Mirshekari,H. Noh,Pei Zhang,Lin Zhang;SenSys ;;Computer Science;2018
Automatic Detection of Minimal Repeated Pattern in Printing Fabric Images.;9212f7530b379b65cd1a2c20b800f7f92ed5adcc;10.1145/3274783.3275178;Jian Zhang,Heng Zhang,Yanlong Wang,Liling Bo,Jing Sun;SenSys ;Printing,Color,Pattern recognition,Point location,Media Redundancy Protocol;Computer Science;2018
